Time,Driver,DriverNumber,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds
0 days 01:32:11.563000,PER,11,14.0,1.0,,0 days 01:32:07.821000,0 days 00:00:32.515000,0 days 00:00:51.134000,0 days 00:00:35.421000,0 days 01:30:45.026000,0 days 01:31:36.160000,0 days 01:32:11.581000,318.0,179.0,,310.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:30:12.493000,2022-08-28 13:31:12.573,1,2.0,False,,False,False,119.07
0 days 01:34:16.534000,PER,11,15.0,2.0,0 days 01:32:30.173000,,0 days 00:00:45.918000,0 days 00:00:48.788000,0 days 00:00:30.265000,0 days 01:32:57.499000,0 days 01:33:46.287000,0 days 01:34:16.552000,318.0,192.0,214.0,308.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:32:11.563000,2022-08-28 13:33:11.643,1,3.0,False,,False,False,124.971
0 days 01:36:08.090000,PER,11,16.0,2.0,,,0 days 00:00:31.925000,0 days 00:00:49.356000,0 days 00:00:30.275000,0 days 01:34:48.477000,0 days 01:35:37.833000,0 days 01:36:08.108000,321.0,191.0,213.0,311.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:34:16.534000,2022-08-28 13:35:16.614,1,3.0,False,,False,True,111.556
0 days 01:37:59.779000,PER,11,17.0,2.0,,,0 days 00:00:32.085000,0 days 00:00:49.345000,0 days 00:00:30.259000,0 days 01:36:40.193000,0 days 01:37:29.538000,0 days 01:37:59.797000,319.0,189.0,212.0,311.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:36:08.090000,2022-08-28 13:37:08.170,1,3.0,False,,False,True,111.689
0 days 01:39:52.028000,PER,11,18.0,2.0,,,0 days 00:00:32.215000,0 days 00:00:49.696000,0 days 00:00:30.338000,0 days 01:38:32.012000,0 days 01:39:21.708000,0 days 01:39:52.046000,321.0,187.0,210.0,310.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:37:59.779000,2022-08-28 13:38:59.859,1,3.0,False,,False,True,112.249
0 days 01:41:44.585000,PER,11,19.0,2.0,,,0 days 00:00:32.187000,0 days 00:00:49.920000,0 days 00:00:30.450000,0 days 01:40:24.233000,0 days 01:41:14.153000,0 days 01:41:44.603000,318.0,188.0,211.0,310.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:39:52.028000,2022-08-28 13:40:52.108,1,3.0,False,,False,True,112.557
0 days 01:43:38.250000,PER,11,20.0,2.0,,,0 days 00:00:32.046000,0 days 00:00:50.831000,0 days 00:00:30.788000,0 days 01:42:16.649000,0 days 01:43:07.480000,0 days 01:43:38.268000,322.0,179.0,209.0,312.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:41:44.585000,2022-08-28 13:42:44.665,1,3.0,False,,False,True,113.665
0 days 01:45:31.055000,PER,11,21.0,2.0,,,0 days 00:00:31.954000,0 days 00:00:50.252000,0 days 00:00:30.599000,0 days 01:44:10.222000,0 days 01:45:00.474000,0 days 01:45:31.073000,337.0,185.0,210.0,311.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:43:38.250000,2022-08-28 13:44:38.330,1,2.0,False,,False,True,112.805
0 days 01:47:24.178000,PER,11,22.0,2.0,,,0 days 00:00:32.330000,0 days 00:00:50.121000,0 days 00:00:30.672000,0 days 01:46:03.403000,0 days 01:46:53.524000,0 days 01:47:24.196000,315.0,185.0,210.0,309.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:45:31.055000,2022-08-28 13:46:31.135,1,2.0,False,,False,True,113.123
0 days 01:49:17.561000,PER,11,23.0,2.0,,,0 days 00:00:32.463000,0 days 00:00:50.249000,0 days 00:00:30.671000,0 days 01:47:56.659000,0 days 01:48:46.908000,0 days 01:49:17.579000,314.0,184.0,209.0,309.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:47:24.178000,2022-08-28 13:48:24.258,1,2.0,False,,False,True,113.383
0 days 01:51:11.035000,PER,11,24.0,2.0,,,0 days 00:00:32.338000,0 days 00:00:50.431000,0 days 00:00:30.705000,0 days 01:49:49.917000,0 days 01:50:40.348000,0 days 01:51:11.053000,320.0,182.0,210.0,310.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:49:17.561000,2022-08-28 13:50:17.641,1,2.0,False,,False,True,113.474
0 days 01:53:04.386000,PER,11,25.0,2.0,,,0 days 00:00:32.415000,0 days 00:00:50.121000,0 days 00:00:30.815000,0 days 01:51:43.468000,0 days 01:52:33.589000,0 days 01:53:04.404000,319.0,181.0,209.0,312.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:51:11.035000,2022-08-28 13:52:11.115,1,2.0,False,,False,True,113.351
0 days 01:54:58.116000,PER,11,26.0,2.0,,,0 days 00:00:32.322000,0 days 00:00:50.598000,0 days 00:00:30.810000,0 days 01:53:36.726000,0 days 01:54:27.324000,0 days 01:54:58.134000,323.0,182.0,209.0,309.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:53:04.386000,2022-08-28 13:54:04.466,1,2.0,False,,False,True,113.73
0 days 01:56:56.388000,PER,11,27.0,2.0,,0 days 01:56:52.646000,0 days 00:00:32.485000,0 days 00:00:50.515000,0 days 00:00:35.272000,0 days 01:55:30.619000,0 days 01:56:21.134000,0 days 01:56:56.406000,320.0,186.0,,309.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:54:58.116000,2022-08-28 13:55:58.196,1,2.0,False,,False,False,118.272
0 days 01:59:01.442000,PER,11,28.0,3.0,0 days 01:57:15.322000,,0 days 00:00:46.271000,0 days 00:00:48.661000,0 days 00:00:30.122000,0 days 01:57:42.677000,0 days 01:58:31.338000,0 days 01:59:01.460000,319.0,194.0,214.0,304.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:56:56.388000,2022-08-28 13:57:56.468,1,3.0,False,,False,False,125.054
0 days 02:00:52.206000,PER,11,29.0,3.0,,,0 days 00:00:31.853000,0 days 00:00:48.804000,0 days 00:00:30.107000,0 days 01:59:33.313000,0 days 02:00:22.117000,0 days 02:00:52.224000,320.0,192.0,213.0,311.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:59:01.442000,2022-08-28 14:00:01.522,1,2.0,False,,False,True,110.764
0 days 02:02:43.431000,PER,11,30.0,3.0,,,0 days 00:00:31.997000,0 days 00:00:49.055000,0 days 00:00:30.173000,0 days 02:01:24.221000,0 days 02:02:13.276000,0 days 02:02:43.449000,319.0,190.0,213.0,312.0,False,HARD,3.0,True,Red Bull Racing,0 days 02:00:52.206000,2022-08-28 14:01:52.286,1,2.0,False,,False,True,111.225
0 days 02:04:34.716000,PER,11,31.0,3.0,,,0 days 00:00:32.024000,0 days 00:00:49.073000,0 days 00:00:30.188000,0 days 02:03:15.473000,0 days 02:04:04.546000,0 days 02:04:34.734000,320.0,191.0,214.0,311.0,False,HARD,4.0,True,Red Bull Racing,0 days 02:02:43.431000,2022-08-28 14:03:43.511,1,2.0,False,,False,True,111.285
0 days 02:06:26.376000,PER,11,32.0,3.0,,,0 days 00:00:32.018000,0 days 00:00:49.290000,0 days 00:00:30.352000,0 days 02:05:06.752000,0 days 02:05:56.042000,0 days 02:06:26.394000,320.0,187.0,212.0,312.0,False,HARD,5.0,True,Red Bull Racing,0 days 02:04:34.716000,2022-08-28 14:05:34.796,1,2.0,False,,False,True,111.66
0 days 02:08:18.261000,PER,11,33.0,3.0,,,0 days 00:00:31.978000,0 days 00:00:49.471000,0 days 00:00:30.436000,0 days 02:06:58.372000,0 days 02:07:47.843000,0 days 02:08:18.279000,321.0,187.0,214.0,314.0,False,HARD,6.0,True,Red Bull Racing,0 days 02:06:26.376000,2022-08-28 14:07:26.456,1,2.0,False,,False,True,111.885
0 days 02:10:10.408000,PER,11,34.0,3.0,,,0 days 00:00:31.962000,0 days 00:00:49.765000,0 days 00:00:30.420000,0 days 02:08:50.241000,0 days 02:09:40.006000,0 days 02:10:10.426000,322.0,187.0,213.0,313.0,False,HARD,7.0,True,Red Bull Racing,0 days 02:08:18.261000,2022-08-28 14:09:18.341,1,2.0,False,,False,True,112.147
0 days 02:12:02.361000,PER,11,35.0,3.0,,,0 days 00:00:31.958000,0 days 00:00:49.419000,0 days 00:00:30.576000,0 days 02:10:42.384000,0 days 02:11:31.803000,0 days 02:12:02.379000,322.0,185.0,210.0,313.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:10:10.408000,2022-08-28 14:11:10.488,1,2.0,False,,False,True,111.953
0 days 02:13:54.892000,PER,11,36.0,3.0,,,0 days 00:00:32.197000,0 days 00:00:49.788000,0 days 00:00:30.546000,0 days 02:12:34.576000,0 days 02:13:24.364000,0 days 02:13:54.910000,322.0,185.0,211.0,306.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:12:02.361000,2022-08-28 14:13:02.441,1,2.0,False,,False,True,112.531
0 days 02:15:47.242000,PER,11,37.0,3.0,,,0 days 00:00:32.192000,0 days 00:00:49.694000,0 days 00:00:30.464000,0 days 02:14:27.102000,0 days 02:15:16.796000,0 days 02:15:47.260000,322.0,186.0,212.0,304.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:13:54.892000,2022-08-28 14:14:54.972,1,2.0,False,,False,True,112.35
0 days 02:17:39.654000,PER,11,38.0,3.0,,,0 days 00:00:32.142000,0 days 00:00:49.796000,0 days 00:00:30.474000,0 days 02:16:19.402000,0 days 02:17:09.198000,0 days 02:17:39.672000,321.0,186.0,212.0,306.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:15:47.242000,2022-08-28 14:16:47.322,1,2.0,False,,False,True,112.412
0 days 02:19:32.203000,PER,11,39.0,3.0,,,0 days 00:00:32.277000,0 days 00:00:49.739000,0 days 00:00:30.533000,0 days 02:18:11.949000,0 days 02:19:01.688000,0 days 02:19:32.221000,321.0,188.0,213.0,306.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:17:39.654000,2022-08-28 14:18:39.734,1,2.0,False,,False,True,112.549
0 days 02:21:24.474000,PER,11,40.0,3.0,,,0 days 00:00:32.101000,0 days 00:00:49.625000,0 days 00:00:30.545000,0 days 02:20:04.322000,0 days 02:20:53.947000,0 days 02:21:24.492000,322.0,185.0,213.0,309.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:19:32.203000,2022-08-28 14:20:32.283,1,2.0,False,,False,True,112.271
0 days 02:23:16.926000,PER,11,41.0,3.0,,,0 days 00:00:32.046000,0 days 00:00:49.693000,0 days 00:00:30.713000,0 days 02:21:56.538000,0 days 02:22:46.231000,0 days 02:23:16.944000,324.0,179.0,211.0,312.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:21:24.474000,2022-08-28 14:22:24.554,1,2.0,False,,False,True,112.452
0 days 02:25:09.966000,PER,11,42.0,3.0,,,0 days 00:00:32.182000,0 days 00:00:50.068000,0 days 00:00:30.790000,0 days 02:23:49.126000,0 days 02:24:39.194000,0 days 02:25:09.984000,323.0,174.0,211.0,306.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:23:16.926000,2022-08-28 14:24:17.006,1,2.0,False,,False,True,113.04
0 days 02:27:02.637000,PER,11,43.0,3.0,,,0 days 00:00:32.175000,0 days 00:00:49.866000,0 days 00:00:30.630000,0 days 02:25:42.159000,0 days 02:26:32.025000,0 days 02:27:02.655000,323.0,184.0,213.0,304.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:25:09.966000,2022-08-28 14:26:10.046,1,2.0,False,,False,True,112.671
0 days 02:28:55.480000,PER,11,44.0,3.0,,,0 days 00:00:32.219000,0 days 00:00:50.080000,0 days 00:00:30.544000,0 days 02:27:34.874000,0 days 02:28:24.954000,0 days 02:28:55.498000,324.0,185.0,212.0,308.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:27:02.637000,2022-08-28 14:28:02.717,12,2.0,False,,False,True,112.843
0 days 01:04:38.673000,SAI,55,1.0,1.0,,,,0 days 00:00:49.271000,0 days 00:00:30.505000,,0 days 01:04:08.255000,0 days 01:04:38.801000,310.0,194.0,211.0,301.0,False,SOFT,3.0,False,Ferrari,0 days 01:02:44.500000,2022-08-28 13:03:44.580,12,1.0,False,,False,False,113.943
0 days 01:06:49.741000,SAI,55,2.0,1.0,,,0 days 00:00:32.609000,0 days 00:00:57.685000,0 days 00:00:40.774000,0 days 01:05:11.334000,0 days 01:06:09.019000,0 days 01:06:49.793000,303.0,78.0,185.0,305.0,True,SOFT,4.0,False,Ferrari,0 days 01:04:38.673000,2022-08-28 13:05:38.753,124,1.0,False,,False,False,131.068
0 days 01:09:57.580000,SAI,55,3.0,1.0,,,0 days 00:00:51.387000,0 days 00:01:24.274000,0 days 00:00:52.146000,0 days 01:07:41.212000,0 days 01:09:05.506000,0 days 01:09:57.683000,140.0,143.0,185.0,156.0,False,SOFT,5.0,False,Ferrari,0 days 01:06:49.741000,2022-08-28 13:07:49.821,4,1.0,False,,False,False,
0 days 01:13:05.069000,SAI,55,4.0,1.0,,,0 days 00:00:52.024000,0 days 00:01:20.589000,0 days 00:00:54.939000,0 days 01:10:49.689000,0 days 01:12:10.275000,0 days 01:13:05.239000,118.0,77.0,219.0,147.0,False,SOFT,6.0,False,Ferrari,0 days 01:09:57.580000,2022-08-28 13:10:57.660,41,1.0,False,,False,False,
0 days 01:14:57.267000,SAI,55,5.0,1.0,,,0 days 00:00:32.475000,0 days 00:00:49.225000,0 days 00:00:30.498000,0 days 01:13:37.596000,0 days 01:14:26.821000,0 days 01:14:57.319000,298.0,195.0,212.0,302.0,True,SOFT,7.0,False,Ferrari,0 days 01:13:05.069000,2022-08-28 13:14:05.149,1,1.0,False,,False,True,112.198
0 days 01:16:49.589000,SAI,55,6.0,1.0,,,0 days 00:00:32.407000,0 days 00:00:49.378000,0 days 00:00:30.537000,0 days 01:15:29.726000,0 days 01:16:19.104000,0 days 01:16:49.641000,303.0,190.0,212.0,305.0,False,SOFT,8.0,False,Ferrari,0 days 01:14:57.267000,2022-08-28 13:15:57.347,1,1.0,False,,False,True,112.322
0 days 01:18:42.348000,SAI,55,7.0,1.0,,,0 days 00:00:32.428000,0 days 00:00:49.707000,0 days 00:00:30.624000,0 days 01:17:22.069000,0 days 01:18:11.776000,0 days 01:18:42.400000,309.0,188.0,208.0,305.0,False,SOFT,9.0,False,Ferrari,0 days 01:16:49.589000,2022-08-28 13:17:49.669,1,1.0,False,,False,True,112.759
0 days 01:20:36.428000,SAI,55,8.0,1.0,,,0 days 00:00:32.671000,0 days 00:00:50.631000,0 days 00:00:30.778000,0 days 01:19:15.071000,0 days 01:20:05.702000,0 days 01:20:36.480000,306.0,186.0,208.0,305.0,False,SOFT,10.0,False,Ferrari,0 days 01:18:42.348000,2022-08-28 13:19:42.428,1,1.0,False,,False,True,114.08
0 days 01:22:31.053000,SAI,55,9.0,1.0,,,0 days 00:00:32.702000,0 days 00:00:50.988000,0 days 00:00:30.935000,0 days 01:21:09.182000,0 days 01:22:00.170000,0 days 01:22:31.105000,307.0,185.0,209.0,306.0,False,SOFT,11.0,False,Ferrari,0 days 01:20:36.428000,2022-08-28 13:21:36.508,1,1.0,False,,False,True,114.625
0 days 01:24:25.678000,SAI,55,10.0,1.0,,,0 days 00:00:32.658000,0 days 00:00:50.999000,0 days 00:00:30.968000,0 days 01:23:03.763000,0 days 01:23:54.762000,0 days 01:24:25.730000,306.0,183.0,208.0,306.0,False,SOFT,12.0,False,Ferrari,0 days 01:22:31.053000,2022-08-28 13:23:31.133,1,1.0,False,,False,True,114.625
0 days 01:26:24.732000,SAI,55,11.0,1.0,,0 days 01:26:21.052000,0 days 00:00:32.854000,0 days 00:00:51.102000,0 days 00:00:35.098000,0 days 01:24:58.584000,0 days 01:25:49.686000,0 days 01:26:24.784000,306.0,184.0,,307.0,False,SOFT,13.0,False,Ferrari,0 days 01:24:25.678000,2022-08-28 13:25:25.758,1,3.0,False,,False,False,119.054
0 days 01:28:30.737000,SAI,55,12.0,2.0,0 days 01:26:43.603000,,0 days 00:00:45.268000,0 days 00:00:50.350000,0 days 00:00:30.387000,0 days 01:27:10.052000,0 days 01:28:00.402000,0 days 01:28:30.789000,336.0,193.0,213.0,310.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:26:24.732000,2022-08-28 13:27:24.812,1,5.0,False,,False,False,126.005
0 days 01:30:23.844000,SAI,55,13.0,2.0,,,0 days 00:00:32.325000,0 days 00:00:50.279000,0 days 00:00:30.503000,0 days 01:29:03.114000,0 days 01:29:53.393000,0 days 01:30:23.896000,304.0,189.0,212.0,309.0,False,MEDIUM,2.0,True,Ferrari,0 days 01:28:30.737000,2022-08-28 13:29:30.817,1,4.0,False,,False,True,113.107
0 days 01:32:17.115000,SAI,55,14.0,2.0,,,0 days 00:00:32.460000,0 days 00:00:50.137000,0 days 00:00:30.674000,0 days 01:30:56.356000,0 days 01:31:46.493000,0 days 01:32:17.167000,302.0,190.0,211.0,307.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:30:23.844000,2022-08-28 13:31:23.924,1,3.0,False,,False,True,113.271
0 days 01:34:09.840000,SAI,55,15.0,2.0,,,0 days 00:00:32.385000,0 days 00:00:49.861000,0 days 00:00:30.479000,0 days 01:32:49.552000,0 days 01:33:39.413000,0 days 01:34:09.892000,311.0,187.0,210.0,308.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:32:17.115000,2022-08-28 13:33:17.195,1,2.0,False,,False,True,112.725
0 days 01:36:03.082000,SAI,55,16.0,2.0,,,0 days 00:00:32.495000,0 days 00:00:50.028000,0 days 00:00:30.719000,0 days 01:34:42.387000,0 days 01:35:32.415000,0 days 01:36:03.134000,306.0,187.0,210.0,307.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:34:09.840000,2022-08-28 13:35:09.920,1,1.0,False,,False,True,113.242
0 days 01:37:56.205000,SAI,55,17.0,2.0,,,0 days 00:00:32.556000,0 days 00:00:49.892000,0 days 00:00:30.675000,0 days 01:36:35.690000,0 days 01:37:25.582000,0 days 01:37:56.257000,307.0,187.0,209.0,308.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:36:03.082000,2022-08-28 13:37:03.162,1,1.0,False,,False,True,113.123
0 days 01:39:50.007000,SAI,55,18.0,2.0,,,0 days 00:00:32.449000,0 days 00:00:50.827000,0 days 00:00:30.526000,0 days 01:38:28.706000,0 days 01:39:19.533000,0 days 01:39:50.059000,309.0,187.0,209.0,307.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:37:56.205000,2022-08-28 13:38:56.285,1,2.0,False,,False,True,113.802
0 days 01:41:43.601000,SAI,55,19.0,2.0,,,0 days 00:00:32.528000,0 days 00:00:50.302000,0 days 00:00:30.764000,0 days 01:40:22.587000,0 days 01:41:12.889000,0 days 01:41:43.653000,308.0,186.0,209.0,308.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:39:50.007000,2022-08-28 13:40:50.087,1,2.0,False,,False,True,113.594
0 days 01:43:37.616000,SAI,55,20.0,2.0,,,0 days 00:00:32.521000,0 days 00:00:50.572000,0 days 00:00:30.922000,0 days 01:42:16.174000,0 days 01:43:06.746000,0 days 01:43:37.668000,306.0,183.0,209.0,309.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:41:43.601000,2022-08-28 13:42:43.681,1,2.0,False,,False,True,114.015
0 days 01:45:32.557000,SAI,55,21.0,2.0,,,0 days 00:00:32.569000,0 days 00:00:51.564000,0 days 00:00:30.808000,0 days 01:44:10.237000,0 days 01:45:01.801000,0 days 01:45:32.609000,308.0,183.0,209.0,306.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:43:37.616000,2022-08-28 13:44:37.696,1,3.0,False,,False,True,114.941
0 days 01:47:27.104000,SAI,55,22.0,2.0,,,0 days 00:00:32.600000,0 days 00:00:50.983000,0 days 00:00:30.964000,0 days 01:46:05.209000,0 days 01:46:56.192000,0 days 01:47:27.156000,309.0,184.0,209.0,308.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:45:32.557000,2022-08-28 13:46:32.637,1,3.0,False,,False,True,114.547
0 days 01:49:21.272000,SAI,55,23.0,2.0,,,0 days 00:00:32.568000,0 days 00:00:50.743000,0 days 00:00:30.857000,0 days 01:47:59.724000,0 days 01:48:50.467000,0 days 01:49:21.324000,308.0,181.0,210.0,308.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:47:27.104000,2022-08-28 13:48:27.184,1,3.0,False,,False,True,114.168
0 days 01:51:15.531000,SAI,55,24.0,2.0,,,0 days 00:00:32.441000,0 days 00:00:50.904000,0 days 00:00:30.914000,0 days 01:49:53.765000,0 days 01:50:44.669000,0 days 01:51:15.583000,308.0,184.0,209.0,309.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:49:21.272000,2022-08-28 13:50:21.352,1,3.0,False,,False,True,114.259
0 days 01:53:13.900000,SAI,55,25.0,2.0,,0 days 01:53:10.184000,0 days 00:00:32.499000,0 days 00:00:50.798000,0 days 00:00:35.072000,0 days 01:51:48.082000,0 days 01:52:38.880000,0 days 01:53:13.952000,311.0,182.0,,310.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:51:15.531000,2022-08-28 13:52:15.611,1,4.0,False,,False,False,118.369
0 days 01:55:20.789000,SAI,55,26.0,3.0,0 days 01:53:32.964000,,0 days 00:00:46.368000,0 days 00:00:49.993000,0 days 00:00:30.528000,0 days 01:54:00.320000,0 days 01:54:50.313000,0 days 01:55:20.841000,303.0,194.0,214.0,305.0,False,HARD,1.0,True,Ferrari,0 days 01:53:13.900000,2022-08-28 13:54:13.980,1,4.0,False,,False,False,126.889
0 days 01:57:13.187000,SAI,55,27.0,3.0,,,0 days 00:00:32.230000,0 days 00:00:49.600000,0 days 00:00:30.568000,0 days 01:55:53.071000,0 days 01:56:42.671000,0 days 01:57:13.239000,307.0,192.0,212.0,307.0,False,HARD,2.0,True,Ferrari,0 days 01:55:20.789000,2022-08-28 13:56:20.869,1,4.0,False,,False,True,112.398
0 days 01:59:05.422000,SAI,55,28.0,3.0,,,0 days 00:00:32.129000,0 days 00:00:49.626000,0 days 00:00:30.480000,0 days 01:57:45.368000,0 days 01:58:34.994000,0 days 01:59:05.474000,315.0,190.0,210.0,310.0,False,HARD,3.0,True,Ferrari,0 days 01:57:13.187000,2022-08-28 13:58:13.267,1,4.0,False,,False,True,112.235
